,INSTNM,LOCALE,LATITUDE,LONGITUDE,ADM_RATE,UGDS,ENDOWEND
1717,Mississippi Valley State University,33.0,33.514142,-90.341274,0.8272,1376.0,2849366.0
1718,Mississippi College,21.0,32.335515,-90.329821,0.2876,2515.0,89163909.0
1721,Mississippi State University,33.0,33.454852,-88.790139,0.8004,18724.0,520549619.0
1725,Rust College,32.0,34.776862,-89.446999,0.2947,623.0,37062117.0
1728,University of Southern Mississippi,13.0,31.32661,-89.331236,0.9633,11348.0,112788976.0
1730,Tougaloo College,12.0,32.403014,-90.16076,0.712,654.0,22843153.0
1733,William Carey University,13.0,31.305264,-89.291815,0.5528,2101.0,22412127.0
1735,Avila University,11.0,38.91339,-94.591758,0.4198,1023.0,11306231.0
1738,Cox College,12.0,37.225116,-93.290233,1.0,741.0,4974396.0
1742,Central Methodist University-College of Liberal Arts and Sciences,32.0,39.150497,-92.685253,0.9534,1141.0,39114486.0
1743,University of Central Missouri,32.0,38.759111,-93.737428,0.6359,6877.0,50985260.0
1745,Cleveland University-Kansas City,12.0,38.932019,-94.679076,0.5455,77.0,19634204.0
1747,Conception Seminary College,42.0,40.24044,-94.682831,1.0,40.0,6133825.0
1749,Cottey College,33.0,37.836127,-94.371311,0.6054,283.0,110207476.0
1752,Culver-Stockton College,43.0,40.128993,-91.529374,0.9833,918.0,29786197.0
1753,Drury University,12.0,37.219681,-93.286192,0.7068,1404.0,92787610.0
1757,Evangel University,12.0,37.220956,-93.262614,0.9542,1480.0,21042875.0
1758,Fontbonne University,21.0,38.642697,-90.315712,0.8536,810.0,15252781.0
1761,Hannibal-LaGrange University,33.0,39.729015,-91.39094,0.6463,559.0,8530332.0
1768,Kansas City Art Institute,11.0,39.046353,-94.583594,0.591,696.0,69816380.0
1774,Lindenwood University,13.0,38.785425,-90.501286,0.9213,4780.0,165343203.0
1776,Logan University,21.0,38.63133,-90.542333,0.8462,281.0,27210932.0
1779,Maryville University of Saint Louis,21.0,38.644774,-90.505998,0.9489,5463.0,50405751.0
1782,Midwestern Baptist Theological Seminary,11.0,39.185691,-94.573185,0.97,858.0,8348063.0
1784,Missouri Baptist University,21.0,38.641526,-90.462586,0.6484,1589.0,4199302.0
1785,Missouri Southern State University,13.0,37.095155,-94.461689,0.9833,4342.0,38754528.0
1786,Missouri Valley College,33.0,39.108522,-93.190654,0.6218,1327.0,7260616.0
1788,University of Missouri-Columbia,12.0,38.94531,-92.328843,0.8178,22622.0,1065746506.0
1789,University of Missouri-Kansas City,11.0,39.034179,-94.582141,0.6301,7077.0,167125774.0
1790,Missouri University of Science and Technology,33.0,37.953426,-91.775583,0.8146,6050.0,201118527.0
1791,University of Missouri-St Louis,21.0,38.710312,-90.311091,0.5759,6387.0,88846554.0
1795,Truman State University,33.0,40.188267,-92.581658,0.721,3845.0,51344254.0
1796,Northwest Missouri State University,33.0,40.351692,-94.883339,0.8011,5151.0,41574187.0
1797,Ozark Christian College,13.0,37.103172,-94.510622,0.9818,625.0,4382327.0
1798,College of the Ozarks,32.0,36.616019,-93.238174,0.1428,1486.0,480520344.0
1804,Rockhurst University,11.0,39.032318,-94.573003,0.7289,2054.0,38149258.0
1806,Saint Louis University,11.0,38.636801,-90.2351,0.5554,7304.0,1197420728.0
1809,Saint Louis Christian College,21.0,38.775771,-90.294569,0.7027,72.0,1108981.0
1810,University of Health Sciences and Pharmacy in St. Louis,11.0,38.636904,-90.260617,0.7822,282.0,134563875.0
1813,Southwest Baptist University,32.0,37.602425,-93.407056,0.7335,1954.0,30871530.0
1817,Stephens College,12.0,38.95204,-92.319204,0.6429,438.0,51504026.0
1818,Southeast Missouri State University,13.0,37.311107,-89.531187,0.9333,7659.0,84159077.0
1823,Washington University in St Louis,21.0,38.647929,-90.310604,0.1602,7366.0,8489294000.0
1824,Webster University,21.0,38.588875,-90.345151,0.5312,2535.0,129755321.0
1825,Westminster College,32.0,38.849354,-91.955273,0.9743,606.0,51877609.0
1826,William Jewell College,21.0,39.247844,-94.413126,0.364,738.0,59500616.0
1827,William Woods University,32.0,38.860287,-91.950416,0.6254,837.0,20315980.0
1833,Carroll College,33.0,46.600771,-112.040285,0.7302,1093.0,54627265.0
1841,University of Providence,13.0,47.490713,-111.270604,0.9853,781.0,14437735.0
1845,Montana Technological University,33.0,46.012868,-112.559511,0.9727,1418.0,33885122.0
1846,Montana State University,33.0,45.666726,-111.048812,0.8077,14132.0,161638840.0
1847,The University of Montana,13.0,46.859312,-113.982912,0.9578,6897.0,207453319.0
1849,Rocky Mountain College,12.0,45.796522,-108.554075,0.7117,830.0,32883434.0
1851,The University of Montana-Western,33.0,45.208306,-112.639264,0.5186,1281.0,5903352.0
1852,Yellowstone Christian College,41.0,45.742342,-108.616865,0.75,33.0,507967.0
1854,Clarkson College,11.0,41.259165,-95.974847,0.5686,616.0,5653048.0
1855,Bryan College of Health Sciences,11.0,40.796768,-96.651532,0.5777,602.0,8566136.0
1859,Concordia University-Nebraska,32.0,40.914853,-97.089054,0.7583,1203.0,51375083.0
1860,Creighton University,11.0,41.265361,-95.947811,0.6402,4445.0,565975000.0
1861,Doane University,32.0,40.622952,-96.950932,0.688,1250.0,110646035.0
1862,Hastings College,32.0,40.59025,-98.374403,0.6595,954.0,98322617.0
1865,University of Nebraska at Kearney,32.0,40.701452,-99.098699,0.8841,4302.0,56644060.0
1866,Nebraska Methodist College of Nursing & Allied Health,11.0,41.265973,-96.048511,0.9186,814.0,12027397.0
1869,Midland University,32.0,41.43674,-96.488008,0.5079,1216.0,19751312.0
1870,University of Nebraska at Omaha,11.0,41.258769,-96.008516,0.8229,12535.0,86330827.0
1873,Nebraska Wesleyan University,11.0,40.839098,-96.64831,0.6953,1767.0,58643000.0
1874,University of Nebraska-Lincoln,11.0,40.817598,-96.700508,0.7774,20128.0,1008858169.0
1878,College of Saint Mary,11.0,41.240028,-96.021425,0.5,672.0,21762009.0
1880,Union College,11.0,40.774778,-96.651095,0.976,602.0,25118021.0
1884,York College,33.0,40.869526,-97.579352,0.6613,457.0,17510303.0
1889,University of Nevada-Las Vegas,12.0,36.106047,-115.138462,0.8102,25477.0,306501000.0
1890,University of Nevada-Reno,11.0,39.543642,-119.815377,0.873,16637.0,367473493.0
1892,Sierra Nevada University,32.0,39.244278,-119.939125,0.4631,272.0,6087055.0
1895,Colby-Sawyer College,42.0,43.411663,-71.975805,0.91,871.0,39820353.0
1897,Dartmouth College,33.0,43.704115,-72.289949,0.0922,4146.0,5975179828.0
1900,Franklin Pierce University,41.0,42.78014,-72.058011,0.8468,1434.0,16990389.0
1905,New England College,42.0,43.176403,-71.822282,0.9625,1753.0,26064080.0
1907,Southern New Hampshire University,22.0,43.038922,-71.451842,0.9354,109233.0,42185446.0
1909,University of New Hampshire-Main Campus,23.0,43.135934,-70.932465,0.8481,11663.0,399546977.0
1910,Keene State College,32.0,42.926452,-72.279276,0.9066,3057.0,43607631.0
1911,University of New Hampshire at Manchester,12.0,42.987209,-71.468755,0.8528,694.0,1822929.0
1912,Plymouth State University,33.0,43.759573,-71.690164,0.8937,3693.0,29689077.0
1921,Rivier University,13.0,42.738676,-71.45626,0.7571,1274.0,40959845.0
1922,Saint Anselm College,22.0,42.986889,-71.503622,0.7615,2015.0,164972020.0
1925,Thomas More College of Liberal Arts,22.0,42.80683,-71.48437,0.8958,80.0,1941875.0
1933,Bloomfield College,21.0,40.795105,-74.194309,0.8465,1530.0,14209684.0
1936,Caldwell University,21.0,40.832753,-74.272571,0.9152,1730.0,5186000.0
1938,Centenary University,21.0,40.84764,-74.833644,0.93,1128.0,10722847.0
1945,Drew University,21.0,40.761829,-74.424584,0.7315,1541.0,151122000.0
1949,Fairleigh Dickinson University-Metropolitan Campus,21.0,40.897209,-74.028986,0.8887,2878.0,44152000.0
1950,Felician University,21.0,40.867272,-74.096452,0.9355,1954.0,7183148.0
1951,Fairleigh Dickinson University-Florham Campus,21.0,40.774498,-74.432121,0.8632,2586.0,44152000.0
1953,Georgian Court University,13.0,40.099617,-74.228186,0.809,1419.0,48967416.0
1954,Rowan University,21.0,39.709108,-75.119119,0.7801,15708.0,240008342.0
1960,New Jersey City University,11.0,40.709937,-74.08727,0.9633,5769.0,13755169.0
1962,Kean University,21.0,40.677981,-74.233503,0.7805,11499.0,60286155.0
1967,Monmouth University,21.0,40.280066,-74.006447,0.7893,4245.0,108463000.0
1968,Montclair State University,21.0,40.860414,-74.198141,0.8266,16262.0,49869000.0
1973,New Jersey Institute of Technology,11.0,40.741997,-74.177113,0.6603,8311.0,135572000.0
1980,Princeton University,13.0,40.348732,-74.659365,0.0563,4688.0,25944283000.0
1984,Rider University,21.0,40.278796,-74.737833,0.7566,3567.0,64415441.0
1985,Rutgers University-Camden,13.0,39.948064,-75.12224,0.7628,5387.0,49963000.0
1986,Rutgers University-New Brunswick,13.0,40.498769,-74.446251,0.6693,35428.0,1150827000.0
1987,Rutgers University-Newark,11.0,40.739122,-74.175809,0.7409,8887.0,165258000.0
1990,Saint Peter's University,11.0,40.727105,-74.071541,0.8464,2124.0,34738402.0
1992,Seton Hall University,21.0,40.742336,-74.246027,0.7823,5822.0,270000000.0
1994,Saint Elizabeth University,21.0,40.78182,-74.438221,0.7538,754.0,19665686.0
1996,Stevens Institute of Technology,21.0,40.744776,-74.025334,0.5306,3787.0,225009000.0
1997,Stockton University,22.0,39.492036,-74.531087,0.7731,8825.0,38347559.0
2001,The College of New Jersey,21.0,40.268651,-74.778791,0.5125,7039.0,49481000.0
2003,William Paterson University of New Jersey,21.0,40.945255,-74.200248,0.8062,7936.0,24177945.0
2009,Eastern New Mexico University-Main Campus,33.0,34.175592,-103.34819,0.506,3129.0,32962659.0
2011,Institute of American Indian and Alaska Native Culture and Arts Development,41.0,35.586563,-106.010015,1.0,311.0,8845013.0
2014,New Mexico Military Institute,33.0,33.409617,-104.524448,0.4067,391.0,492157374.0
2016,New Mexico Institute of Mining and Technology,33.0,34.067041,-106.905211,0.9658,1190.0,61109894.0
2018,University of New Mexico-Main Campus,11.0,35.083868,-106.620155,0.9634,15776.0,457044012.0
2022,New Mexico State University-Main Campus,22.0,32.281568,-106.752069,0.6267,11107.0,39853338.0
2035,Adelphi University,21.0,40.721439,-73.653321,0.7461,5076.0,202448000.0
2038,Albany College of Pharmacy and Health Sciences,13.0,42.650371,-73.779063,0.7519,683.0,58523378.0
2041,Alfred University,33.0,42.254476,-77.788106,0.6411,1572.0,136550309.0
2044,American Academy of Dramatic Arts-New York,11.0,40.745545,-73.984843,0.5787,159.0,8128778.0
2049,Arnot Ogden Medical Center,13.0,42.101171,-76.828062,1.0,38.0,38060493.0
2052,Bard College,31.0,42.020386,-73.909927,0.5695,1932.0,133919943.0
2053,Barnard College,11.0,40.810098,-73.963346,0.136,2744.0,356579000.0
2068,Canisius College,11.0,42.925206,-78.852577,0.7602,1957.0,124459540.0
2072,Cazenovia College,31.0,42.932489,-75.854882,0.7218,747.0,4104798.0
2077,Clarkson University,33.0,44.662716,-74.999359,0.7799,2867.0,197482756.0
2081,Colgate University,32.0,42.819475,-75.536346,0.2747,3032.0,959652631.0
2082,Metropolitan College of New York,11.0,40.708706,-74.014702,0.4041,509.0,802160.0
2083,Columbia University in the City of New York,11.0,40.808286,-73.961885,0.0666,8148.0,11257021000.0
2086,Concordia College,21.0,40.943382,-73.82202,0.9529,722.0,14216528.0
2088,Cooper Union for the Advancement of Science and Art,11.0,40.728148,-73.991609,0.1751,806.0,867509372.0
2089,Cornell University,13.0,42.4472,-76.483084,0.1071,14741.0,6882707803.0
2093,Culinary Institute of America,21.0,41.745806,-73.933231,0.9668,3102.0,128238412.0
2094,CUNY Bernard M Baruch College,11.0,40.740238,-73.983417,0.4071,15456.0,202401930.0
2097,CUNY Brooklyn College,11.0,40.631517,-73.949898,0.4974,14054.0,99951116.0
2099,CUNY City College,11.0,40.819846,-73.948542,0.5054,11967.0,318365123.0
2102,CUNY Hunter College,11.0,40.768669,-73.964795,0.4048,16921.0,131460813.0
2103,CUNY John Jay College of Criminal Justice,11.0,40.770351,-73.98841,0.3743,13324.0,13370907.0
2106,CUNY Lehman College,11.0,40.872962,-73.895379,0.4701,12087.0,8146681.0
2107,CUNY Medgar Evers College,11.0,40.666256,-73.957076,0.7848,4793.0,549972.0
2108,CUNY New York City College of Technology,11.0,40.695483,-73.987856,0.7907,14615.0,17239635.0
2109,CUNY Queens College,11.0,40.735182,-73.816098,0.5349,15735.0,72640034.0
2112,CUNY York College,11.0,40.701576,-73.796313,0.5276,6283.0,2079196.0
2114,D'Youville College,11.0,42.902636,-78.890868,0.8307,1431.0,50084479.0
2115,Daemen University,21.0,42.965605,-78.788111,0.6178,1608.0,21108763.0
2117,Dominican College of Blauvelt,21.0,41.047419,-73.950555,0.7462,1304.0,7224291.0
2119,Belanger School of Nursing,13.0,42.802979,-73.915884,0.4,143.0,168180.0
2121,Elmira College,13.0,42.0961,-76.813459,0.8313,713.0,31036852.0
2123,Fashion Institute of Technology,11.0,40.74731,-73.994781,0.5898,7683.0,41868662.0
2126,Fordham University,11.0,40.859354,-73.882705,0.5253,9099.0,712775000.0
2132,Hamilton College,22.0,43.050245,-75.408195,0.1841,1901.0,1020321000.0
2133,Hartwick College,33.0,42.457599,-75.071994,0.931,1199.0,69576602.0
2136,Hilbert College,21.0,42.75464,-78.820257,0.9171,735.0,5977299.0
2137,Hobart William Smith Colleges,32.0,42.858131,-76.985516,0.6184,1812.0,204650152.0
2138,Hofstra University,21.0,40.715959,-73.60078,0.6911,6065.0,682366337.0
2139,Houghton College,43.0,42.426137,-78.155426,0.7998,838.0,58361317.0
2142,Iona College,21.0,40.925725,-73.788046,0.8595,2667.0,162713000.0
2145,Ithaca College,23.0,42.422154,-76.494136,0.7568,4934.0,337301846.0
2149,Jewish Theological Seminary of America,11.0,40.811892,-73.960582,0.5833,132.0,137717607.0
2150,The Juilliard School,11.0,40.773725,-73.982913,0.0764,492.0,1063433596.0
2152,Keuka College,32.0,42.615253,-77.090562,0.9091,1300.0,15706631.0
2154,Le Moyne College,21.0,43.049192,-76.090435,0.7474,2674.0,189023268.0
2155,Long Island University,21.0,40.820714,-73.593678,0.8501,6000.0,242211453.0
2160,Manhattan College,11.0,40.889756,-73.901893,0.7765,3352.0,119179757.0
2161,Manhattan School of Music,11.0,40.812312,-73.961334,0.4156,497.0,27269258.0
2162,Manhattanville College,21.0,41.032187,-73.715645,0.8981,1373.0,29095114.0
2163,Maria College of Albany,13.0,42.657789,-73.806287,0.355,832.0,1106828.0
2165,Marist College,21.0,41.720937,-73.935484,0.5505,5210.0,312885533.0
2166,Marymount Manhattan College,11.0,40.768787,-73.959767,0.8818,1662.0,21143119.0
2167,Medaille College,11.0,42.92856,-78.855941,0.718,1394.0,1988890.0
2170,Mercy College,21.0,41.021626,-73.874447,0.8196,6409.0,249360142.0
2171,Mesivta Torah Vodaath Rabbinical Seminary,11.0,40.6382,-73.969395,0.9,364.0,1260775.0
2180,Molloy College,21.0,40.685941,-73.626183,0.7414,3401.0,43648437.0
2183,Mount Saint Mary College,13.0,41.513872,-74.012655,0.9017,1780.0,6562111.0
2185,College of Mount Saint Vincent,11.0,40.913657,-73.908887,0.9268,2235.0,36225313.0
2188,Nazareth College,21.0,43.101576,-77.518579,0.7568,2138.0,68365634.0
2190,The New School,11.0,40.735508,-73.997114,0.691,6339.0,393478000.0
2197,New York University,11.0,40.729452,-73.997264,0.2109,27276.0,4578665100.0
2199,Niagara University,21.0,43.137279,-79.036689,0.9241,2719.0,93252692.0
2203,New York Institute of Technology,21.0,40.812447,-73.6078,0.7468,3414.0,84815425.0
2204,New York School of Interior Design,11.0,40.768615,-73.962404,0.6725,401.0,7064599.0
2205,Nyack College,11.0,40.705798,-74.015605,0.9732,1171.0,4577611.0
2210,Pace University,11.0,40.711014,-74.004719,0.8287,7710.0,193827052.0
2211,Paul Smiths College of Arts and Science,42.0,44.433965,-74.252675,0.6742,665.0,30726414.0
2214,Davis College,22.0,42.10601,-75.967044,0.2857,43.0,1369449.0
2215,Pratt Institute-Main,11.0,40.691297,-73.96431,0.6594,3101.0,213394218.0
2221,Rabbinical Seminary of America,11.0,40.72308,-73.817161,0.9828,281.0,388488.0
2222,Rensselaer Polytechnic Institute,13.0,42.729978,-73.676646,0.5726,6265.0,740260000.0
2223,Roberts Wesleyan College,21.0,43.125755,-77.798498,0.7581,1197.0,28412897.0
2224,Rochester Institute of Technology,21.0,43.084188,-77.67386,0.7386,12489.0,954032000.0
2225,University of Rochester,12.0,43.126397,-77.631202,0.3543,6299.0,2329949000.0
2229,Russell Sage College,13.0,42.72822,-73.693711,0.7431,1235.0,39189797.0
2231,St Bonaventure University,33.0,42.080191,-78.481107,0.7631,1803.0,69986599.0
2232,St. Francis College,11.0,40.693228,-73.992164,0.8452,2637.0,58784548.0
2233,St. Joseph's College of Nursing,12.0,43.055355,-76.148355,0.7273,383.0,4124.0
2234,St Lawrence University,33.0,44.589879,-75.161343,0.4726,2256.0,322771681.0
2235,The College of Saint Rose,13.0,42.664297,-73.786661,0.8188,2239.0,38815266.0
2236,St. Thomas Aquinas College,21.0,41.041576,-73.936799,0.8684,1095.0,56006431.0
2238,Sarah Lawrence College,21.0,40.9355,-73.843727,0.5463,1290.0,109342197.0
2241,Siena College,21.0,42.717602,-73.7526,0.8066,3266.0,139605938.0
2242,Skidmore College,23.0,43.097035,-73.785335,0.3217,2574.0,357075000.0
2243,St. Joseph's University-New York,11.0,40.690418,-73.967664,0.7067,3879.0,48040000.0
2246,Saint John Fisher College,21.0,43.116259,-77.513056,0.6841,2679.0,97879974.0
2248,St. John's University-New York,11.0,40.722523,-73.796104,0.7507,10350.0,719681000.0
2250,SUNY College of Technology at Alfred,33.0,42.255262,-77.794632,0.7172,3651.0,6223493.0
2251,SUNY College of Technology at Canton,33.0,44.604096,-75.182906,0.8301,3033.0,13845850.0
2252,SUNY College of Technology at Delhi,33.0,42.269859,-74.924612,0.6488,2959.0,6729408.0
2253,SUNY College of Agriculture and Technology at Cobleskill,32.0,42.672534,-74.498258,0.8,2073.0,9777523.0
2254,Farmingdale State College,21.0,40.754224,-73.42832,0.6016,9462.0,2954839.0
2255,SUNY Morrisville,42.0,42.893962,-75.640583,0.7672,2418.0,2603335.0
2256,SUNY at Albany,13.0,42.685489,-73.824662,0.5715,13051.0,77649961.0
2257,Binghamton University,22.0,42.087868,-75.966889,0.4303,14300.0,115728680.0
2258,University at Buffalo,21.0,43.000942,-78.789458,0.6695,22059.0,788909963.0
2259,Stony Brook University,21.0,40.91476,-73.12046,0.4891,17962.0,279331275.0
2260,SUNY College of Environmental Science and Forestry,12.0,43.034765,-76.138724,0.6017,1714.0,38819510.0
2261,SUNY Polytechnic Institute,22.0,43.137701,-75.229841,0.733,2097.0,6072139.0
2262,SUNY Brockport,31.0,43.211926,-77.947188,0.5811,6239.0,14369853.0
2263,SUNY Buffalo State,11.0,42.933832,-78.882125,0.8007,7207.0,54159907.0
2264,SUNY Cortland,32.0,42.598022,-76.188655,0.522,6243.0,43475499.0
2265,SUNY at Fredonia,32.0,42.452236,-79.337375,0.7225,3829.0,41133272.0
2266,SUNY College at Geneseo,32.0,42.796645,-77.821894,0.6136,4820.0,29597804.0
2267,State University of New York at New Paltz,21.0,41.740936,-74.082188,0.6202,6445.0,29147747.0
2268,SUNY Oneonta,33.0,42.468861,-75.063632,0.6295,6178.0,62292080.0
2269,SUNY College at Oswego,32.0,43.454287,-76.540798,0.689,6623.0,43195067.0
2270,SUNY College at Potsdam,33.0,44.662148,-74.973815,0.7166,2824.0,37026840.0
2271,SUNY at Purchase College,21.0,41.047223,-73.701955,0.737,3528.0,74412640.0
2273,SUNY College at Old Westbury,21.0,40.799021,-73.571907,0.5308,4543.0,206030.0
2274,SUNY College at Plattsburgh,32.0,44.69293,-73.466536,0.6103,4603.0,22057147.0
2277,SUNY Maritime College,11.0,40.807217,-73.795309,0.7271,1508.0,7442680.0
2280,Syracuse University,12.0,43.040176,-76.136975,0.6872,14252.0,1390552629.0
2286,Touro College,11.0,40.753199,-73.989404,0.7598,4786.0,42400000.0
2287,Trocaire College,11.0,42.846693,-78.812398,0.5336,1271.0,22451064.0
2290,Union College,13.0,42.818097,-73.928788,0.4126,2035.0,478000000.0
2294,United States Military Academy,31.0,41.390479,-73.956603,0.0864,4536.0,25686628.0
2295,Utica University,13.0,43.096213,-75.272916,0.8641,3108.0,27110270.0
2296,Vassar College,21.0,41.686895,-73.895088,0.2454,2421.0,1097975650.0
2297,Villa Maria College,13.0,42.91223,-78.796823,0.7874,504.0,1793834.0
2299,Wagner College,11.0,40.615588,-74.092913,0.7043,1635.0,93488271.0
2300,Webb Institute,21.0,40.884444,-73.644909,0.2102,101.0,63600365.0
2301,Wells College,42.0,42.742943,-76.696028,0.6436,356.0,27521760.0
2309,Yeshiva Shaar Hatorah,11.0,40.703795,-73.834252,0.6957,88.0,57047.0
2310,Yeshiva University,11.0,40.850605,-73.929873,0.6741,2619.0,474508000.0
2311,Yeshivath Viznitz,21.0,41.114682,-74.070243,0.8736,638.0,147.0
2315,Appalachian State University,32.0,36.215536,-81.680583,0.7951,17990.0,124567354.0
2317,Barton College,31.0,35.734376,-77.913867,0.4244,1041.0,29280112.0
2319,Belmont Abbey College,22.0,35.260651,-81.041315,0.801,1429.0,12273393.0
2320,Bennett College,11.0,36.067531,-79.77998,0.7288,232.0,14009398.0
2323,Brevard College,31.0,35.236763,-82.729494,0.4524,815.0,29304293.0
2325,Cabarrus College of Health Sciences,13.0,35.440038,-80.600824,0.3538,451.0,3562280.0
2327,Campbell University,31.0,35.409149,-78.738238,0.8129,3696.0,165343961.0
2331,Catawba College,22.0,35.691443,-80.482751,0.5212,1312.0,71539000.0
2335,Chowan University,32.0,36.436258,-77.099141,0.6736,1098.0,27186001.0
2340,Davidson College,21.0,35.499767,-80.843979,0.2,1979.0,905857947.0
2341,Duke University,11.0,36.001135,-78.937624,0.0774,6650.0,8474071000.0
2343,East Carolina University,13.0,35.607186,-77.368291,0.8792,21766.0,211970842.0
2345,Elizabeth City State University,32.0,36.277978,-76.214041,0.7483,1784.0,12869244.0
2346,Elon University,22.0,36.104148,-79.50344,0.717,6291.0,259166993.0
2348,Fayetteville State University,12.0,35.073641,-78.891696,0.7938,5061.0,24767370.0
2350,Gardner-Webb University,32.0,35.24732,-81.668141,0.7795,2059.0,65959069.0
2352,Greensboro College,11.0,36.071082,-79.800232,0.7761,639.0,25071796.0
2353,Guilford College,11.0,36.094233,-79.887737,0.7801,1262.0,72967754.0
2358,High Point University,12.0,35.972035,-79.994675,0.7705,4608.0,78259483.0
2361,Johnson C Smith University,11.0,35.243033,-80.857251,0.492,1248.0,65797169.0
2363,Lees-McRae College,42.0,36.162477,-81.873371,0.7329,834.0,33999870.0
2365,Lenoir-Rhyne University,13.0,35.739968,-81.327598,0.7662,1659.0,116043326.0
2367,Livingstone College,22.0,35.670877,-80.483956,0.6895,845.0,5335445.0
2368,Louisburg College,31.0,36.105035,-78.29898,0.8246,490.0,14202861.0
2369,Mars Hill University,21.0,35.82752,-82.551827,0.6729,1013.0,51109007.0
2373,Meredith College,11.0,35.799351,-78.689995,0.7162,1493.0,115101611.0
2374,Methodist University,12.0,35.135058,-78.874426,0.7588,1419.0,21884004.0
2379,Montreat College,21.0,35.646577,-82.2976,0.712,823.0,8902956.0
2380,University of Mount Olive,31.0,35.208166,-78.069388,0.6191,2154.0,33113849.0
2383,North Carolina A & T State University,11.0,36.07282,-79.773375,0.5671,10798.0,73809086.0
2384,University of North Carolina at Asheville,13.0,35.617068,-82.565392,0.7942,3206.0,52380474.0
2385,University of North Carolina at Chapel Hill,13.0,35.911769,-79.050969,0.25,19261.0,3523738580.0
2386,University of North Carolina at Charlotte,11.0,35.306022,-80.730919,0.7953,23852.0,232169288.0
2387,University of North Carolina at Greensboro,11.0,36.068236,-79.809414,0.8754,15696.0,309809381.0
2388,North Carolina Central University,11.0,35.974237,-78.898602,0.8742,5476.0,39542784.0
2389,University of North Carolina School of the Arts,12.0,36.076183,-80.235672,0.3634,916.0,82173345.0
2390,North Carolina State University at Raleigh,11.0,35.785111,-78.674517,0.4622,24671.0,1417705000.0
2391,North Carolina Wesleyan College,13.0,36.019665,-77.773982,0.4759,1596.0,10767421.0
2392,University of North Carolina Wilmington,12.0,34.225223,-77.875527,0.6797,14326.0,103801571.0
2394,William Peace University,11.0,35.789139,-78.637697,0.6139,769.0,49179997.0
2395,University of North Carolina at Pembroke,32.0,34.688313,-79.200347,0.9138,6347.0,24508720.0
2396,Pfeiffer University,42.0,35.484696,-80.283168,0.7584,808.0,14198030.0
2399,Queens University of Charlotte,11.0,35.189051,-80.833509,0.6843,1637.0,147343642.0
2402,Mid-Atlantic Christian University,32.0,36.304673,-76.217139,0.4312,150.0,3449145.0
2407,Saint Augustine's University,11.0,35.785468,-78.621301,0.6733,953.0,20117082.0
2408,Salem College,12.0,36.086271,-80.241297,0.8463,456.0,56693351.0
2411,Shaw University,11.0,35.771181,-78.637693,0.7056,1151.0,10967927.0
2413,St. Andrews University,32.0,34.74563,-79.478567,0.6086,862.0,7074668.0
2417,Southeastern Baptist Theological Seminary,21.0,35.981858,-78.513755,0.8243,597.0,29316118.0
2422,Wake Forest University,12.0,36.133609,-80.277446,0.3198,5438.0,1350187000.0
2424,Warren Wilson College,21.0,35.610328,-82.442619,0.8484,625.0,51010965.0
2430,Wingate University,21.0,34.986064,-80.44305,0.7327,2671.0,99160577.0
2433,Winston-Salem State University,12.0,36.089554,-80.225033,0.7252,4560.0,35768058.0
2434,Western Carolina University,32.0,35.308979,-83.186258,0.4848,10387.0,90606569.0
2437,Dickinson State University,33.0,46.882917,-102.799679,0.9862,1171.0,7696786.0
2440,University of Jamestown,33.0,46.914302,-98.698416,0.719,900.0,37137089.0
2443,University of Mary,41.0,46.723767,-100.75274,0.7168,2178.0,55238936.0
2444,Mayville State University,43.0,47.505415,-97.322554,0.5303,880.0,8335032.0
2445,Minot State University,33.0,48.246961,-101.29861,0.7733,2288.0,33160018.0
2446,University of North Dakota,13.0,47.921654,-97.071738,0.8675,9219.0,261614000.0
2449,North Dakota State University-Main Campus,12.0,46.893127,-96.800838,0.941,10311.0,508595.0
2452,Trinity Bible College and Graduate School,43.0,46.001037,-98.517906,1.0,146.0,1033723.0
2455,Valley City State University,33.0,46.918517,-98.00389,0.806,1004.0,9586780.0
2459,University of Akron Main Campus,12.0,41.078551,-81.511679,0.7304,12095.0,223554119.0
2460,University of Akron Wayne College,41.0,40.861519,-81.789979,0.8923,661.0,11766006.0
2463,Art Academy of Cincinnati,11.0,39.108805,-84.513913,0.3081,224.0,2332431.0
2465,Ashland University,31.0,40.861755,-82.321061,0.7435,2462.0,47561734.0
2469,Aultman College of Nursing and Health Sciences,13.0,40.796186,-81.404053,0.6198,346.0,2208586.0
2470,Baldwin Wallace University,21.0,41.373017,-81.851145,0.6982,2843.0,152459960.0
2472,Bluffton University,32.0,40.895606,-83.899439,0.6051,675.0,21905880.0
2474,Bowling Green State University-Main Campus,31.0,41.375513,-83.640896,0.753,13342.0,174231527.0
2479,Capital University,21.0,39.954875,-82.937867,0.7406,2226.0,107449057.0
2480,Case Western Reserve University,11.0,41.507419,-81.609596,0.3027,5360.0,1850806000.0
2481,Cedarville University,31.0,39.749237,-83.814692,0.5933,3566.0,36523114.0
2484,Central State University,41.0,39.715787,-83.880186,0.5804,4009.0,6291891.0
2487,The Christ College of Nursing and Health Sciences,11.0,39.121821,-84.509564,0.7084,1013.0,8132227.0
2489,University of Cincinnati-Main Campus,11.0,39.131159,-84.51428,0.764,27425.0,1414930381.0
2495,Cleveland Institute of Art,11.0,41.510435,-81.602416,0.6718,592.0,27617530.0
