,INSTNM,LOCALE,LATITUDE,LONGITUDE,ADM_RATE,UGDS,ENDOWEND
1009,Ball State University,13.0,40.203431,-85.409043,0.8705,15171.0,213227079.0
1010,Bethel University,13.0,41.678399,-86.194686,0.9279,1126.0,9642344.0
1011,Butler University,11.0,39.8374,-86.172167,0.7569,4404.0,216806000.0
1017,DePauw University,32.0,39.640904,-86.860363,0.6849,1731.0,692896381.0
1019,Earlham College,32.0,39.823431,-84.915037,0.591,736.0,380029047.0
1020,University of Evansville,12.0,37.971549,-87.531644,0.643,1763.0,136842286.0
1021,Franklin College,21.0,39.478298,-86.047182,0.7607,912.0,83786190.0
1022,Goshen College,13.0,41.563582,-85.827795,0.9238,800.0,111151366.0
1023,Grace College and Theological Seminary,32.0,41.22595,-85.814228,0.7465,1381.0,18612354.0
1024,Hanover College,32.0,38.715642,-85.460051,0.6932,1025.0,142798703.0
1026,Holy Cross College,21.0,41.698996,-86.253822,0.7702,437.0,6725944.0
1028,Huntington University,32.0,40.898152,-85.497317,0.7767,1042.0,28949830.0
1030,Purdue University Fort Wayne,11.0,41.117278,-85.108962,0.8278,6304.0,58526183.0
1031,Indiana University-Purdue University-Indianapolis,11.0,39.772948,-86.172217,0.7854,20441.0,1147557403.0
1032,University of Indianapolis,11.0,39.709571,-86.133969,0.8448,4168.0,109460594.0
1033,Indiana Institute of Technology,11.0,41.078365,-85.116479,0.6307,1499.0,45918693.0
1034,University of Southern Indiana,22.0,37.962374,-87.677214,0.9387,6680.0,125968566.0
1035,Indiana State University,13.0,39.469073,-87.407846,0.9229,8897.0,63270000.0
1036,Indiana University-Kokomo,13.0,40.460062,-86.132048,0.8271,2830.0,8837479.0
1037,Indiana University-South Bend,12.0,41.665324,-86.221991,0.8687,4260.0,23011771.0
1038,Indiana University-Bloomington,13.0,39.16609,-86.526559,0.8038,32621.0,1209430160.0
1039,Indiana University-Northwest,13.0,41.557324,-87.337249,0.8168,3293.0,12770186.0
1040,Indiana University-Southeast,21.0,38.345191,-85.819985,0.8541,3993.0,18185063.0
1041,Indiana University-East,41.0,39.868707,-84.881923,0.6732,2977.0,6121065.0
1047,Manchester University,32.0,41.010549,-85.762643,0.7038,1082.0,63391279.0
1048,Marian University,11.0,39.813233,-86.202643,0.6424,2375.0,74932481.0
1049,Indiana Wesleyan University-Marion,32.0,40.517937,-85.667503,0.9147,2461.0,201367949.0
1054,University of Notre Dame,21.0,41.703058,-86.238959,0.1899,8854.0,12319422000.0
1055,Oakland City University,32.0,38.340891,-87.35144,0.6331,548.0,5644047.0
1059,Rose-Hulman Institute of Technology,13.0,39.483602,-87.326749,0.7662,1969.0,226747984.0
1060,University of Saint Francis-Fort Wayne,11.0,41.087205,-85.177246,0.9905,1746.0,29979217.0
1061,Saint Mary-of-the-Woods College,41.0,39.508546,-87.463791,0.7123,746.0,12522281.0
1062,Saint Mary's College,21.0,41.707274,-86.256947,0.8151,1412.0,198707916.0
1065,Taylor University,32.0,40.456246,-85.497034,0.701,1755.0,95014591.0
1066,Trine University,32.0,41.632502,-85.008009,0.7894,2254.0,32467728.0
1067,Valparaiso University,21.0,41.462239,-87.040172,0.8663,2719.0,254282000.0
1070,Wabash College,32.0,40.037588,-86.906,0.6321,868.0,335881771.0
1073,Buena Vista University,33.0,42.642255,-95.208529,0.5568,1408.0,128993080.0
1076,Central College,32.0,41.401539,-92.922199,0.6368,1091.0,79516457.0
1077,Clarke University,13.0,42.509475,-90.690487,0.892,654.0,26415457.0
1078,Coe College,12.0,41.988263,-91.658192,0.7986,1363.0,98765208.0
1079,Cornell College,31.0,41.924554,-91.423741,0.8241,996.0,81135185.0
1081,Divine Word College,42.0,42.441721,-90.934578,1.0,69.0,30933027.0
1082,Dordt University,33.0,43.082527,-96.166562,0.7184,1354.0,49612232.0
1083,Drake University,12.0,41.60129,-93.652163,0.6792,2814.0,219800168.0
1084,University of Dubuque,13.0,42.49726,-90.693428,0.7863,1778.0,173771931.0
1086,Emmaus Bible College,13.0,42.508307,-90.706011,0.9211,175.0,1520110.0
1088,Faith Baptist Bible College and Theological Seminary,21.0,41.737082,-93.624422,0.676,288.0,4580198.0
1089,Graceland University-Lamoni,43.0,40.615966,-93.924893,0.6807,915.0,42369160.0
1090,Grand View University,12.0,41.620813,-93.604352,0.9702,1660.0,26172472.0
1091,Grinnell College,33.0,41.747952,-92.722094,0.1925,1490.0,2090750000.0
1100,Iowa State University,13.0,42.026212,-93.648504,0.8842,26566.0,1034248323.0
1101,Iowa Wesleyan University,33.0,40.973791,-91.552459,0.7119,650.0,17463237.0
1103,University of Iowa,13.0,41.661935,-91.536425,0.8428,21909.0,2530872000.0
1109,Loras College,13.0,42.503908,-90.679023,0.5838,1239.0,42736730.0
1110,Luther College,33.0,43.312304,-91.802809,0.6429,1794.0,164601433.0
1111,Maharishi International University,33.0,41.017781,-91.967306,1.0,537.0,10041000.0
1113,Mercy College of Health Sciences,12.0,41.594559,-93.626238,0.9167,854.0,8334658.0
1114,Morningside University,13.0,42.473891,-96.359464,0.686,1184.0,46411007.0
1115,Mount Mercy University,12.0,42.001931,-91.650991,0.7621,1376.0,27783955.0
1118,University of Northern Iowa,13.0,42.514923,-92.459703,0.7888,8204.0,132890106.0
1119,Northwestern College,32.0,42.999007,-96.058772,0.7377,1040.0,56297439.0
1126,Saint Ambrose University,12.0,41.54065,-90.579854,0.7384,2299.0,169737263.0
1127,St Luke's College,13.0,42.520081,-96.404724,0.5926,211.0,1208010.0
1129,Simpson College,31.0,41.365503,-93.563471,0.8662,1218.0,83186018.0
1135,Upper Iowa University,43.0,42.838283,-91.799543,0.653,2934.0,18160596.0
1137,Wartburg College,32.0,42.7277,-92.483387,0.7172,1531.0,77528456.0
1141,William Penn University,33.0,41.310111,-92.647095,0.5503,1231.0,6998807.0
1143,Baker University,31.0,38.778712,-95.187346,0.9341,1331.0,44319902.0
1145,Benedictine College,32.0,39.572646,-95.111473,0.9678,1980.0,35472486.0
1146,Bethany College,33.0,38.580598,-97.67367,0.6832,742.0,7797752.0
1147,Bethel College-North Newton,32.0,38.075169,-97.343256,0.6132,482.0,18765280.0
1156,Emporia State University,33.0,38.414784,-96.179021,0.8608,3081.0,79028761.0
1158,Fort Hays State University,33.0,38.872156,-99.342503,0.9135,11916.0,117134366.0
1159,Barclay College,43.0,37.62012,-99.105351,0.4798,166.0,6780366.0
1160,Friends University,11.0,37.678459,-97.367048,0.5754,999.0,52204443.0
1173,University of Kansas,13.0,38.958549,-95.247567,0.9093,18438.0,1830892448.0
1174,Newman University,11.0,37.672643,-97.37768,0.8308,977.0,24201928.0
1176,Kansas State University,13.0,39.188648,-96.581077,0.9415,16063.0,628723073.0
1177,Kansas Wesleyan University,33.0,38.813795,-97.607973,0.6179,743.0,30759721.0
1181,Manhattan Christian College,13.0,39.184806,-96.579383,0.4895,164.0,3079759.0
1182,McPherson College,33.0,38.371422,-97.642996,0.5216,808.0,44470837.0
1183,MidAmerica Nazarene University,21.0,38.875615,-94.781635,0.6376,1099.0,13704363.0
1187,Ottawa University-Ottawa,32.0,38.603173,-95.264187,0.703,719.0,3602708.0
1189,Pittsburg State University,32.0,37.392071,-94.702473,0.9068,4566.0,87977312.0
1191,University of Saint Mary,31.0,39.279396,-94.906743,0.5956,762.0,16638542.0
1194,Southwestern College,32.0,37.248608,-96.975405,0.5624,1253.0,25870997.0
1195,Sterling College,42.0,38.219937,-98.208644,0.3688,569.0,13477584.0
1196,Tabor College,33.0,38.348606,-97.200949,0.4639,528.0,11269303.0
1199,Wichita State University,11.0,37.718882,-97.292361,0.7963,10770.0,270511000.0
1201,Alice Lloyd College,43.0,37.335087,-82.875068,0.2115,569.0,47589491.0
1202,Asbury University,31.0,37.862029,-84.662606,0.7515,1399.0,53089226.0
1206,Bellarmine University,11.0,38.219279,-85.704997,0.8237,2431.0,65588104.0
1207,Berea College,32.0,37.57202,-84.292893,0.3296,1432.0,1222167100.0
1210,Brescia University,13.0,37.769041,-87.111639,0.4783,803.0,13465797.0
1211,Campbellsville University,32.0,37.343342,-85.348943,0.7764,2723.0,29485694.0
1213,Centre College,32.0,37.645709,-84.779392,0.7208,1333.0,327202228.0
1217,University of the Cumberlands,33.0,36.737048,-84.161646,0.8144,4014.0,81471913.0
1218,Eastern Kentucky University,32.0,37.740845,-84.300796,0.9795,11255.0,69614653.0
1221,Georgetown College,31.0,38.207615,-84.553767,0.7216,1076.0,37088201.0
1230,Kentucky Mountain Bible College,42.0,37.603443,-83.438765,0.3939,66.0,3652455.0
1231,Kentucky State University,32.0,38.201427,-84.855402,0.8398,1658.0,18155164.0
1232,Kentucky Wesleyan College,13.0,37.744489,-87.119658,0.6019,840.0,35359065.0
1233,University of Kentucky,11.0,38.038911,-84.504747,0.9636,21788.0,1365421938.0
1234,Kentucky Christian University,32.0,38.338805,-82.945561,0.2829,514.0,6533343.0
1237,University of Louisville,11.0,38.216862,-85.760412,0.6512,14309.0,707458000.0
1241,Midway University,42.0,38.146126,-84.678142,0.7306,1156.0,28429654.0
1242,Morehead State University,33.0,38.186768,-83.434021,0.767,5680.0,45109704.0
1243,Murray State University,33.0,36.612419,-88.323629,0.7703,6981.0,92049217.0
1245,Northern Kentucky University,21.0,39.029714,-84.463483,0.8703,9604.0,100497000.0
1255,The Southern Baptist Theological Seminary,11.0,38.248216,-85.687649,0.7726,794.0,95523692.0
1256,Spalding University,11.0,38.242407,-85.757725,0.9343,842.0,20916319.0
1258,Thomas More University,21.0,39.022963,-84.568923,0.9191,1506.0,28354894.0
1259,Transylvania University,11.0,38.052983,-84.493202,0.9212,959.0,190196979.0
1260,Union College,33.0,36.870875,-83.888477,0.5733,927.0,23482391.0
1261,Western Kentucky University,13.0,36.985035,-86.456828,0.9775,13086.0,16289113.0
1267,Centenary College of Louisiana,12.0,32.483335,-93.730834,0.6369,552.0,122100603.0
1273,Dillard University,11.0,29.996587,-90.06464,0.6531,1214.0,92023574.0
1275,Grambling State University,32.0,32.523797,-92.713245,0.9322,4511.0,7618350.0
1280,Louisiana State University-Alexandria,41.0,31.178616,-92.414409,0.6354,3208.0,18694537.0
1281,Louisiana State University and Agricultural & Mechanical College,12.0,30.414986,-91.178921,0.7338,25203.0,571322637.0
1283,Louisiana State University-Shreveport,12.0,32.428465,-93.70561,0.8268,2290.0,22872674.0
1287,Louisiana College,23.0,31.324528,-92.425973,0.7116,868.0,39702379.0
1289,Louisiana Tech University,32.0,32.528297,-92.649963,0.6357,7923.0,76296312.0
1290,Loyola University New Orleans,11.0,29.936141,-90.120417,0.7239,3144.0,222403126.0
1291,McNeese State University,13.0,30.178187,-93.217222,0.633,5825.0,19886928.0
1292,University of New Orleans,11.0,30.027704,-90.067142,0.8291,5985.0,22082152.0
1294,Nicholls State University,13.0,29.794486,-90.801571,0.9329,5664.0,8189658.0
1295,University of Louisiana at Monroe,13.0,32.527748,-92.07374,0.7798,5676.0,33600897.0
1297,Northwestern State University of Louisiana,33.0,31.750666,-93.097797,0.9485,8181.0,16383818.0
1298,University of Holy Cross,11.0,29.912003,-89.99445,0.5273,549.0,26938918.0
1299,Franciscan Missionaries of Our Lady University,12.0,30.401379,-91.110587,0.4665,944.0,11613752.0
1310,Southeastern Louisiana University,13.0,30.514652,-90.468676,0.9737,11084.0,18086231.0
1311,Southern University and A & M College,12.0,30.524558,-91.190105,0.4345,5350.0,10021552.0
1312,Southern University at New Orleans,11.0,30.026162,-90.044912,0.72,1439.0,3138347.0
1314,University of Louisiana at Lafayette,12.0,30.212191,-92.020165,0.6728,12972.0,135077438.0
1316,Tulane University of Louisiana,11.0,29.940069,-90.122144,0.1111,8537.0,1458648000.0
1317,Xavier University of Louisiana,11.0,29.964162,-90.107307,0.8062,2502.0,147040003.0
1318,College of the Atlantic,33.0,44.395258,-68.221517,0.758,364.0,61575783.0
1319,Bates College,13.0,44.105299,-70.203333,0.141,1876.0,341587046.0
1321,Bowdoin College,31.0,43.907134,-69.963942,0.0916,1776.0,1780970000.0
1322,Maine College of Health Professions,13.0,44.100458,-70.21732,0.45,216.0,11261803.0
1324,Colby College,33.0,44.564211,-69.66337,0.1027,2155.0,878323000.0
1329,University of Maine at Farmington,33.0,44.666911,-70.147121,0.9461,1509.0,14761000.0
1330,University of Maine at Fort Kent,43.0,47.250389,-68.589319,0.9983,862.0,4154000.0
1332,University of Maine,23.0,44.899257,-68.669332,0.9221,8870.0,338946000.0
1333,Maine Maritime Academy,42.0,44.389654,-68.804347,0.5214,925.0,35715471.0
1334,University of Maine at Presque Isle,41.0,46.672285,-68.016343,0.99,911.0,1252000.0
1335,University of New England,22.0,43.458591,-70.38535,0.8726,2300.0,39208629.0
1338,Maine College of Art & Design,13.0,43.655743,-70.261015,0.7026,376.0,9833954.0
1339,Saint Joseph's College of Maine,41.0,43.826314,-70.483373,0.8673,1151.0,14862925.0
1342,University of Southern Maine,13.0,43.662863,-70.274247,0.8793,5018.0,39403000.0
1344,Unity College,43.0,44.603165,-69.332276,0.9977,1188.0,15297089.0
1351,University of Baltimore,11.0,39.305834,-76.616591,0.7993,1856.0,51452242.0
1352,Bowie State University,21.0,39.018185,-76.759721,0.8121,5286.0,11183144.0
1353,Capitol Technology University,21.0,39.046673,-76.850231,0.8436,359.0,4741489.0
1357,Washington Adventist University,21.0,38.986349,-77.000608,0.9395,703.0,2052309.0
1358,Coppin State University,11.0,39.311258,-76.658687,0.402,2084.0,11396202.0
1362,Frostburg State University,23.0,39.650918,-78.934293,0.7361,3749.0,28409803.0
1364,Goucher College,13.0,39.410175,-76.594843,0.7941,1106.0,191378000.0
1367,Hood College,13.0,39.420631,-77.419049,0.7133,1177.0,104533967.0
1370,Johns Hopkins University,11.0,39.328977,-76.621595,0.1106,5752.0,6750092000.0
1372,Loyola University Maryland,11.0,39.346358,-76.621872,0.8024,3813.0,232556135.0
1375,University of Maryland-Baltimore County,21.0,39.256686,-76.711607,0.6948,10838.0,102354652.0
1376,University of Maryland-College Park,21.0,38.988178,-76.944721,0.5096,30214.0,723802307.0
1377,Maryland Institute College of Art,11.0,39.308792,-76.621033,0.8983,1327.0,90745429.0
1378,University of Maryland Eastern Shore,31.0,38.207386,-75.686852,0.6203,2023.0,29262729.0
1382,Morgan State University,11.0,39.344161,-76.585565,0.7359,6263.0,42133253.0
1383,Mount St. Mary's University,31.0,39.681705,-77.351887,0.8045,2009.0,54459144.0
1386,Notre Dame of Maryland University,11.0,39.350612,-76.619739,0.6229,751.0,36917521.0
1390,Salisbury University,23.0,38.34648,-75.604815,0.7762,7023.0,72171385.0
1391,St. Mary's College of Maryland,23.0,38.190904,-76.429097,0.7903,1467.0,36816482.0
1392,St. John's College,21.0,38.981598,-76.491359,0.6139,383.0,142499639.0
1393,Towson University,13.0,39.393622,-76.611164,0.788,18629.0,90321060.0
1395,United States Naval Academy,21.0,38.980507,-76.481692,0.0908,4594.0,320079038.0
1396,Stevenson University,41.0,39.421988,-76.702092,0.8918,3008.0,104505779.0
1397,Washington College,32.0,39.217329,-76.06878,0.8028,1084.0,235039624.0
1398,McDaniel College,23.0,39.584231,-77.001992,0.8113,1804.0,127690000.0
1401,American International College,12.0,42.112346,-72.558338,0.6938,1355.0,21869148.0
1402,Amherst College,21.0,42.372459,-72.518493,0.1183,1745.0,2565147877.0
1403,Anna Maria College,41.0,42.330542,-71.91896,0.8607,1126.0,6022423.0
1405,Assumption University,12.0,42.294226,-71.828991,0.8092,2006.0,82904251.0
1406,Babson College,21.0,42.297017,-71.264057,0.2697,2435.0,487676935.0
1409,Bay Path University,21.0,42.055088,-72.583382,0.7831,1689.0,55345806.0
1411,Becker College,12.0,42.269171,-71.811894,0.8296,1547.0,5024459.0
1412,Bentley University,13.0,42.385995,-71.222839,0.5782,4059.0,263227000.0
1413,Berklee College of Music,11.0,42.346646,-71.089405,0.516,5951.0,327571106.0
1418,Boston College,13.0,42.336213,-71.169242,0.2638,9681.0,2579462416.0
1419,Boston University,11.0,42.351118,-71.107942,0.2009,16359.0,2421115000.0
1420,Brandeis University,13.0,42.365727,-71.260155,0.334,3481.0,1073589248.0
1421,Bridgewater State University,21.0,41.98749,-70.974553,0.8231,8760.0,54300317.0
1428,Laboure College,21.0,42.260866,-71.058279,0.5106,1172.0,7805962.0
1429,Clark University,12.0,42.249987,-71.823356,0.4713,2205.0,410636306.0
1431,Curry College,21.0,42.238061,-71.116539,0.9271,2164.0,95136283.0
1433,Dean College,21.0,42.085634,-71.397813,0.7052,1166.0,47013682.0
1436,Eastern Nazarene College,21.0,42.271228,-71.011079,0.6438,541.0,18753406.0
1437,Emerson College,11.0,42.352202,-71.065384,0.4105,3702.0,183296254.0
1438,Emmanuel College,11.0,42.340602,-71.103634,0.7552,1785.0,159077403.0
1439,Endicott College,21.0,42.553296,-70.840847,0.704,3003.0,97315820.0
1442,Fitchburg State University,22.0,42.588298,-71.789666,0.8799,3582.0,18115588.0
1443,Framingham State University,13.0,42.297116,-71.437565,0.7853,3384.0,47346136.0
1445,Gordon College,21.0,42.590567,-70.82151,0.6827,1428.0,78099186.0
1448,Hampshire College,21.0,42.325852,-72.531469,0.5882,517.0,54580492.0
1449,Harvard University,12.0,42.374471,-71.118313,0.0501,6099.0,41894380000.0
1451,Hellenic College-Holy Cross Greek Orthodox School of Theology,21.0,42.317018,-71.129418,0.5714,42.0,21379506.0
1452,College of the Holy Cross,12.0,42.23752,-71.808214,0.3794,2962.0,760298642.0
1454,Lasell University,13.0,42.342148,-71.24347,0.8454,1481.0,42326023.0
1456,Lesley University,12.0,42.38012,-71.117303,0.8381,1814.0,187541880.0
1457,Longy School of Music of Bard College,12.0,42.378657,-71.123479,0.9,40.0,8156947.0
1459,University of Massachusetts-Lowell,21.0,42.652864,-71.326809,0.752,13364.0,119119000.0
1460,University of Massachusetts-Amherst,21.0,42.385999,-72.526728,0.6532,23884.0,368421559.0
1461,University of Massachusetts-Boston,11.0,42.312881,-71.036865,0.7968,12213.0,100676000.0
1463,MCPHS University,11.0,42.336825,-71.101244,0.9112,3950.0,1214213118.0
1464,Massachusetts College of Art and Design,11.0,42.336862,-71.099275,0.7027,1697.0,15702211.0
1465,Massachusetts Institute of Technology,12.0,42.359243,-71.093226,0.0726,4360.0,18381518000.0
1466,Massachusetts Maritime Academy,22.0,41.739072,-70.624084,0.9248,1537.0,32072672.0
1471,Merrimack College,21.0,42.668344,-71.124216,0.8164,4058.0,55666092.0
1475,Mount Holyoke College,21.0,42.256838,-72.575511,0.5247,1912.0,789036745.0
1478,The New England Conservatory of Music,11.0,42.340946,-71.08629,0.3627,386.0,119213753.0
1481,Nichols College,21.0,42.044033,-71.930283,0.8037,1250.0,21828052.0
1482,Massachusetts College of Liberal Arts,31.0,42.691361,-73.102817,0.8768,1036.0,15470558.0
1485,Northeastern University,11.0,42.339992,-71.088782,0.2048,15130.0,995188121.0
1487,College of Our Lady of the Elms,21.0,42.141781,-72.60154,0.6978,1020.0,13660906.0
1488,Pine Manor College,21.0,42.320827,-71.156464,0.5739,153.0,9313687.0
1492,Regis College,21.0,42.351291,-71.310561,0.8408,1236.0,41748183.0
1495,Salem State University,21.0,42.503575,-70.890234,0.8675,5293.0,25727950.0
1496,Simmons University,11.0,42.3393,-71.099967,0.8255,1731.0,190425868.0
1497,Bard College at Simon's Rock,32.0,42.208803,-73.379201,0.9395,330.0,8535.0
1498,Smith College,21.0,42.318111,-72.638097,0.3652,2183.0,1907178016.0
1500,Springfield College,12.0,42.101576,-72.556751,0.6341,2184.0,81850343.0
1502,University of Massachusetts-Dartmouth,22.0,41.62869,-71.004552,0.7618,5896.0,66866895.0
1503,Stonehill College,21.0,42.05905,-71.080632,0.6896,2421.0,218832717.0
1504,Suffolk University,11.0,42.357945,-71.060917,0.859,4397.0,246207460.0
1506,Tufts University,21.0,42.40855,-71.118293,0.163,6053.0,1889477000.0
1507,Wellesley College,21.0,42.291554,-71.306605,0.2041,2260.0,2285397000.0
1508,Wentworth Institute of Technology,11.0,42.336632,-71.094983,0.9354,4143.0,116512860.0
1509,Western New England University,12.0,42.115017,-72.520466,0.8943,2551.0,67272214.0
1510,Westfield State University,21.0,42.132698,-72.796503,0.9244,4343.0,7761884.0
1511,Wheaton College (Massachusetts),21.0,41.966637,-71.183979,0.7709,1666.0,210646508.0
1512,Williams College,31.0,42.712725,-73.203132,0.1512,1917.0,2727112504.0
1513,Worcester Polytechnic Institute,12.0,42.274853,-71.808339,0.5905,4804.0,505506000.0
1514,Worcester State University,12.0,42.267526,-71.844018,0.8103,4648.0,29859639.0
1515,Adrian College,32.0,41.898591,-84.061481,0.6121,1749.0,36185869.0
1516,Albion College,31.0,42.245049,-84.745639,0.7444,1497.0,162423187.0
1519,Alma College,32.0,43.38004,-84.672053,0.6673,1404.0,121623175.0
1521,Andrews University,31.0,41.963859,-86.355815,0.4878,1381.0,53112494.0
1522,Aquinas College,12.0,42.96019,-85.628785,0.7091,1253.0,38432321.0
1523,Baker College,32.0,42.984804,-84.172404,0.5376,5009.0,344181350.0
1526,Calvin University,12.0,42.929916,-85.587548,0.7321,3096.0,190876000.0
1530,Central Michigan University,32.0,43.591203,-84.77525,0.6867,12909.0,187796510.0
1533,Cleary University,22.0,42.586638,-83.879987,0.6526,509.0,1375360.0
1534,Concordia University Ann Arbor,12.0,42.273157,-83.68268,0.6096,900.0,17903174.0
1536,College for Creative Studies,11.0,42.361839,-83.062352,0.5538,1392.0,77008994.0
1537,Davenport University,21.0,42.850013,-85.533519,0.9256,4508.0,25989549.0
1542,University of Detroit Mercy,11.0,42.414222,-83.139158,0.795,2424.0,73848701.0
1545,Eastern Michigan University,21.0,42.251675,-83.627443,0.7518,13148.0,76380757.0
1547,Ferris State University,32.0,43.687724,-85.481925,0.8246,9575.0,87265749.0
1550,Kettering University,13.0,43.012468,-83.71282,0.7413,1639.0,88333064.0
1553,Cornerstone University,12.0,42.979966,-85.595328,0.8697,1399.0,10574396.0
1555,Grand Valley State University,21.0,42.963001,-85.889826,0.8752,20265.0,130096713.0
1558,Hillsdale College,32.0,41.933682,-84.633195,0.3648,1445.0,749066295.0
1559,Hope College,13.0,42.787298,-86.102089,0.7783,2963.0,228189000.0
1561,Kalamazoo College,13.0,42.290789,-85.601857,0.7433,1445.0,243580141.0
1567,Lake Superior State University,33.0,46.492849,-84.365573,0.695,1651.0,28423001.0
1569,Lawrence Technological University,13.0,42.474072,-83.25003,0.8246,1879.0,48664872.0
1572,Madonna University,13.0,42.384323,-83.404722,0.6837,2191.0,41957373.0
1573,Rochester University,21.0,42.667521,-83.144959,0.9943,920.0,4300768.0
1574,University of Michigan-Ann Arbor,12.0,42.275921,-83.742769,0.2611,31189.0,12308473000.0
1576,Michigan State University,13.0,42.73212,-84.476111,0.7631,38413.0,3473656730.0
1577,Michigan Technological University,33.0,47.11866,-88.548092,0.7036,5574.0,117623889.0
1578,University of Michigan-Dearborn,13.0,42.317287,-83.231417,0.6751,6542.0,56814000.0
1579,University of Michigan-Flint,13.0,43.01875,-83.690276,0.7742,4725.0,111587000.0
1585,Northern Michigan University,33.0,46.559751,-87.406568,0.6689,6505.0,16203279.0
1587,Northwood University,13.0,43.628717,-84.27682,0.768,2218.0,89966416.0
1589,Oakland University,21.0,42.674573,-83.216418,0.811,14837.0,109034791.0
1590,Olivet College,42.0,42.442891,-84.923891,0.6031,968.0,21069832.0
1592,Kuyper College,21.0,43.02195,-85.592657,0.5938,122.0,4274767.0
1596,Sacred Heart Major Seminary,11.0,42.375248,-83.111682,1.0,253.0,20074037.0
1597,Saginaw Valley State University,22.0,43.51176,-83.964273,0.8946,6953.0,88566867.0
1599,Siena Heights University,32.0,41.905624,-84.018841,0.7443,1734.0,15312547.0
1603,Spring Arbor University,23.0,42.206568,-84.556074,0.633,1233.0,18137382.0
1605,Finlandia University,33.0,47.127868,-88.588756,0.83,379.0,5786875.0
1611,Wayne State University,11.0,42.358994,-83.068998,0.6901,17164.0,425416000.0
1614,Western Michigan University,13.0,42.282194,-85.613759,0.8494,15706.0,401074269.0
1621,Augsburg University,11.0,44.966307,-93.240436,0.7312,2487.0,54133892.0
1624,Bemidji State University,33.0,47.482341,-94.874119,0.6944,3698.0,27491000.0
1625,Bethany Lutheran College,13.0,44.166649,-93.990805,0.6451,632.0,41592583.0
1626,Bethel University,21.0,45.057655,-93.161663,0.8663,2491.0,48774844.0
1628,Carleton College,32.0,44.462318,-93.154666,0.2118,1918.0,868695391.0
1629,Concordia College at Moorhead,22.0,46.862482,-96.76749,0.5808,1873.0,149372432.0
1630,Concordia University-Saint Paul,11.0,44.949759,-93.154861,0.686,3222.0,35623629.0
1632,Martin Luther College,32.0,44.30526,-94.472326,0.8731,777.0,16592440.0
1637,Gustavus Adolphus College,31.0,44.323626,-93.972196,0.7061,2230.0,201183650.0
1638,Hamline University,11.0,44.966246,-93.164479,0.6895,1907.0,100559621.0
1646,Macalester College,11.0,44.938565,-93.168053,0.3869,2049.0,692308000.0
1648,Minnesota State University-Mankato,13.0,44.146712,-93.99945,0.6726,11840.0,52881000.0
1649,Mayo Clinic College of Medicine and Science,12.0,44.02215,-92.466428,0.313,283.0,795423000.0
1651,Metropolitan State University,11.0,44.957256,-93.074361,0.6189,6155.0,6185000.0
1652,University of Minnesota-Twin Cities,11.0,44.972851,-93.235464,0.6964,30907.0,3699522229.0
1653,University of Minnesota-Crookston,32.0,47.802536,-96.606188,0.7215,1754.0,18183254.0
1654,Minneapolis College of Art and Design,11.0,44.956988,-93.274705,0.5468,656.0,53301344.0
1658,University of Minnesota-Duluth,13.0,46.817126,-92.084385,0.7855,8351.0,188405433.0
1659,University of Minnesota-Morris,33.0,45.589775,-95.899729,0.6465,1243.0,16667271.0
1661,Minnesota State University Moorhead,22.0,46.867153,-96.759532,0.6605,4207.0,29787000.0
1664,North Central University,11.0,44.968625,-93.261511,0.9299,921.0,3425751.0
1666,University of Northwestern-St Paul,21.0,45.033703,-93.167822,0.9222,1658.0,19115020.0
1668,Oak Hills Christian College,33.0,47.425836,-94.901503,0.627,98.0,787331.0
1672,College of Saint Benedict,22.0,45.561792,-94.319888,0.8401,1662.0,86715330.0
1674,Saint Cloud State University,13.0,45.553227,-94.152657,0.7322,7210.0,33900000.0
1675,Saint Johns University,41.0,45.580075,-94.393621,0.8138,1564.0,205997332.0
1676,Saint Mary's University of Minnesota,32.0,44.044736,-91.695449,0.841,1315.0,57634858.0
1677,St Olaf College,32.0,44.461529,-93.182039,0.5081,2928.0,516330591.0
1678,Crown College,41.0,44.885393,-93.743019,0.4689,729.0,9364229.0
1679,The College of Saint Scholastica,13.0,46.816082,-92.106134,0.7331,2225.0,88402487.0
1680,University of St Thomas,11.0,44.943439,-93.188986,0.874,6276.0,550931157.0
1682,St Catherine University,11.0,44.924926,-93.183761,0.7615,2914.0,97100006.0
1685,Southwest Minnesota State University,33.0,44.45373,-95.759548,0.806,1945.0,14444000.0
1689,Dunwoody College of Technology,11.0,44.97281,-93.290608,0.9738,1274.0,24533032.0
1692,Winona State University,32.0,44.046159,-91.643723,0.7518,6249.0,48616000.0
1695,Alcorn State University,43.0,31.877216,-91.142854,0.3772,2648.0,20193678.0
1696,Belhaven University,12.0,32.318415,-90.169228,0.4954,2003.0,5763775.0
1697,Blue Mountain College,42.0,34.67209,-89.02924,0.9912,631.0,19185526.0
1702,Delta State University,33.0,33.744745,-90.735365,0.9961,1933.0,39381234.0
1710,Jackson State University,12.0,32.296105,-90.207405,0.8998,4650.0,46159003.0
1713,Millsaps College,12.0,32.322746,-90.179957,0.6981,668.0,88029490.0
1715,University of Mississippi,33.0,34.365529,-89.537434,0.8802,16083.0,674153290.0
1716,Mississippi University for Women,33.0,33.493305,-88.418601,0.9903,2094.0,54562569.0
